title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio,final_sentiment,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyrical_density
Emotion,GUrbane,,single,32.0,2024-05-25,"v-pop, vietnamese hip hop, vinahouse","Rap/Hip-hop, Pop",3QG1XcTZp2G02109aIsaFk,5SdxHHfstcRfGIxOw1ghSN,1.0,emotion - gurbane.mp3,OK,OK,186.46,129.2,C:maj,0.21928,1958.06,4.888,14.536,-7.3158,10.8005,2.7649,11.064,-1.1626,9.8832,-105.2114,87.188,110.8282,38.9049,3.1078,30.359,9.0724,20.1646,-6.1524,18.5198,-2.2211,15.9801,-5.3223,14.8191,4.2183,16.0015,-9.8573,13.1274,0.075464,4116.09,21.56,17.82,20.74,20.77,19.5,19.64,50.4,0.014328,1.5316,3.43,0.9732,0.4298,0.2756,0.4775,0.2885,0.3541,0.2821,0.2668,0.3976,0.2494,0.2946,0.2152,0.3621,0.1834,0.1801,0.0375,0.0354,-0.0202,-0.0487,2.8459,positive,407.0,0.516,157.0,128.0,28.0,2.1828
Energy,YanBi,"Gizmo, Wxrdie",single,31.0,2023-07-13,"vietnamese hip hop, v-pop","Rap/Hip-hop, Pop",4HuaG1yGXKs4T7i3RL0Iow,718QENtLy8bL4xVoZPg5PP,0.0,energy - yanbi.mp3,OK,OK,229.0,129.2,C:min,0.28414,2144.24,6.8519,13.6296,0.9652,11.3034,8.0087,11.3969,5.7268,10.097,-50.9725,77.1176,99.6801,31.1883,8.3631,27.1839,11.0954,23.0445,2.4332,21.6893,10.1206,15.3539,-1.1471,15.371,2.6611,16.8508,-3.5966,15.9854,0.073754,4894.75,21.1,16.24,19.19,18.79,19.55,18.09,48.89,0.012677,1.457,3.64,0.9623,0.4588,0.3909,0.6258,0.4482,0.3542,0.4034,0.3653,0.5167,0.3205,0.3819,0.3774,0.341,-0.0306,0.272,0.1431,-0.0018,0.0205,0.0268,3.0068,neutral,559.0,0.4597,173.0,209.0,23.0,2.441
"Enjoy Cái Moment Này (feat. Tez, Anh Tú & Vũ Thảo My)",RAP VIỆT,"Tez, Anh Tú, Vũ Thảo My",single,31.0,2023-08-13,"vietnamese hip hop, v-pop","Rap/Hip-hop, Pop",5qgyOHMJFZwJMQ2Vi7uzgV,1cPpd989kghzlZqfpP4KwL,0.0,"enjoy cái moment này (feat. tez, anh tú & vũ thảo my) - rap việt.mp3",OK,OK,240.0,143.55,E:min,0.21914,2365.65,3.5415,10.8045,-2.8212,10.5543,0.1148,9.3659,0.3978,8.6798,-69.1068,128.5141,90.8832,35.317,1.1629,22.9824,12.8132,20.7576,0.3165,18.232,2.4105,13.5976,-0.714,12.624,4.4247,12.1774,-6.3689,11.3151,0.098837,5016.38,20.61,14.68,17.0,17.07,17.25,17.91,47.84,0.026464,1.6889,4.43,0.9667,0.3608,0.3436,0.3894,0.3392,0.4223,0.3577,0.4448,0.4533,0.3838,0.43,0.4328,0.4877,0.1269,0.0109,0.0494,0.0182,0.0209,-0.0169,1.4564,neutral,855.0,0.4573,290.0,254.0,44.0,3.5625
Every Little Thing,Đậu Tất Đạt,buitruonglinh,album,13.0,2025-10-30,"v-pop, vietnamese lo-fi, vietnam indie","Pop, Indie",1AtbpJLfpCngo94hgQhb5d,37yCp3F1wG0gNrnaLkIdDV,0.0,every little thing - đậu tất đạt.mp3,OK,OK,231.36,103.36,E:maj,0.263411,2077.7,6.7334,7.9466,-1.7833,7.6738,0.9408,7.4245,-8.087,6.7502,-67.0894,79.8037,99.8671,29.0538,8.7484,16.9059,19.289,13.4342,15.6017,10.7768,7.6723,10.7626,-0.1517,11.1444,5.6554,8.2568,-3.9608,8.769,0.066261,4811.35,22.4,17.41,20.19,19.15,18.77,17.67,48.44,0.013173,1.3078,3.01,0.9766,0.3078,0.3494,0.2874,0.2962,0.4578,0.3544,0.4014,0.2851,0.3592,0.4395,0.3109,0.4188,0.1387,-0.2483,-0.0636,0.0609,0.0187,0.003,3.0103,positive,339.0,0.4366,127.0,112.0,13.0,1.4652
Everyday,Only C,,single,6.0,2017-12-27,"v-pop, vietnamese hip hop, vinahouse","Pop, Rap/Hip-hop",2AiBYnhV4TwHevIKGzdcub,5GBXwBVQufRCmwI1bNRIUo,0.0,everyday - only c.mp3,OK,OK,214.32,112.35,C#:maj,0.183756,2224.0,10.5352,10.7133,3.0394,8.7998,3.0827,9.6292,3.6199,10.2035,-101.8191,102.9966,94.8812,39.706,-0.9782,20.3008,23.3032,15.2762,7.6252,12.3989,13.6732,11.0123,-3.7574,10.9343,2.2868,9.3899,-1.2105,9.3653,0.097915,4680.27,19.94,15.19,18.94,17.85,19.29,17.81,48.6,0.030912,1.3856,3.63,0.9705,0.4272,0.6399,0.4321,0.3835,0.3372,0.4819,0.3969,0.3531,0.5302,0.453,0.4475,0.4026,-0.2025,-0.1163,-0.1731,-0.0639,0.0542,-0.0312,2.0328,positive,232.0,0.2241,111.0,39.0,6.0,1.0825
Everyday,prettyXIX,LostOwl,album,11.0,2022-09-29,"vietnamese hip hop, v-pop, vietnam indie",Rap/Hip-hop,0m7D9UqMj2VEnqNHXbbITz,28XrDF0G35BpyybcGaQTzU,0.0,everyday - prettyxix.mp3,OK,OK,204.47,161.5,D:maj,0.132066,2240.15,-0.6301,12.5514,-1.0789,13.3649,-2.0516,11.8276,-10.0963,10.2783,-109.0729,59.9919,93.1346,40.794,-11.3607,24.4682,15.7021,24.0076,0.7046,18.0294,4.2378,14.2962,2.688,13.6327,6.5723,13.8569,-9.0457,13.8658,0.091668,4789.31,21.71,16.09,19.27,18.78,19.31,18.63,48.73,0.019513,1.5036,4.06,0.9644,0.2878,0.3345,0.5272,0.3809,0.526,0.4579,0.3649,0.4377,0.3879,0.549,0.3197,0.2794,0.2676,0.1434,-0.0832,-0.0685,-0.0124,-0.015,2.1195,positive,488.0,0.6578,170.0,168.0,24.0,2.3867
Everything Will Be Okay,HIEUTHUHAI,,album,52.0,2023-10-16,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",Rap/Hip-hop,3W0j4uBNfn6kilhrVeZM8o,5HZtdKfC4xU0wvhEyYDWiY,1.0,everything will be okay - hieuthuhai.mp3,OK,OK,199.43,161.5,C#:maj,0.198126,1921.97,7.0742,10.8141,-9.475,11.0563,-3.5095,10.7531,-5.2693,11.533,-118.7962,101.1063,109.3566,38.6557,13.7996,26.1473,25.9433,21.2814,5.8078,17.7609,-1.1545,14.9474,-0.6058,13.3921,3.3675,13.1979,-16.2608,13.9017,0.070336,4094.15,21.15,17.07,19.78,19.35,18.56,19.85,49.54,0.010614,1.7538,3.91,0.9569,0.3439,0.4919,0.3516,0.4101,0.317,0.4492,0.2908,0.2315,0.3161,0.2469,0.3027,0.2569,-0.2393,-0.0132,-0.1234,-0.0078,0.009,-0.0214,2.0251,positive,589.0,0.4194,211.0,176.0,39.0,2.9534
Everytime,KayC,,album,13.0,2025-03-27,"vietnamese hip hop, v-pop, vietnam indie","Pop, Rap/Hip-hop",7DXK1QCG1947IleBtAkL0r,3EkXXkwTWhJpPDJR4ME3D8,0.0,everytime - kayc.mp3,OK,OK,181.44,107.67,F:min,0.20429,2502.39,7.8326,13.0583,-3.062,10.7859,3.2574,9.8164,0.0579,9.6954,-88.546,90.2817,82.2633,35.9633,6.0572,29.9632,15.7607,16.8152,-1.6587,16.0311,1.8263,16.1704,-4.3956,13.792,0.5376,16.7903,-10.2706,12.3725,0.106949,5423.41,20.77,16.43,19.33,19.74,20.39,21.77,48.38,0.024322,1.5866,4.6,0.9674,0.5715,0.383,0.3061,0.3583,0.3353,0.4315,0.2977,0.3951,0.4372,0.3603,0.432,0.3907,-0.0873,0.1257,-0.0472,0.0947,0.0055,0.004,1.5954,negative,266.0,0.5677,123.0,95.0,5.0,1.466
Ex's Hate Me,B Ray,AMEE,single,60.0,2023-04-15,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",Rap/Hip-hop,170CNv2CAZn8wg6GxvHXYC,1WvNgEoB66jmHodcj15Zi9,1.0,ex's hate me - b ray.mp3,OK,OK,258.02,161.5,F#:maj,0.235064,2293.37,-2.0046,11.2439,-5.8483,11.5404,1.5707,10.6996,-3.908,10.071,-60.0779,81.9068,89.4526,30.0428,-17.0403,19.8939,16.5668,17.4897,-4.594,14.6612,3.3085,14.7223,1.4033,11.3257,1.398,10.7524,-2.873,10.2664,0.09705,4732.13,20.09,16.11,19.87,19.6,19.17,19.49,47.92,0.020787,1.6067,3.09,0.9707,0.3026,0.412,0.298,0.2705,0.2322,0.338,0.4364,0.273,0.3325,0.2996,0.4114,0.3653,-0.0588,-0.0864,0.0719,-0.0488,-0.0084,-0.0236,1.7814,negative,551.0,0.4102,202.0,192.0,26.0,2.1355
Exit Sign,HIEUTHUHAI,marzuz,album,72.0,2023-10-16,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse","Rap/Hip-hop, Pop",4nXrVH5xwN1w6TpmP7uu8n,5HZtdKfC4xU0wvhEyYDWiY,1.0,exit sign - hieuthuhai.mp3,OK,OK,201.59,107.67,D:maj,0.213536,1610.24,4.0766,13.2871,-11.0315,11.2083,1.3667,12.018,-5.8966,10.9117,-121.0075,110.7769,124.2199,35.0786,9.4985,29.6893,21.0535,19.9581,10.2179,16.5058,-1.8983,17.3921,3.7977,14.2733,2.3064,12.1054,-8.4715,11.852,0.061585,3201.8,22.75,18.45,20.16,19.2,18.71,20.37,48.93,0.007453,1.5517,3.8,0.9297,0.2115,0.3421,0.5061,0.3061,0.3211,0.2669,0.4886,0.3712,0.2288,0.3423,0.2351,0.2432,0.2224,-0.0954,0.0923,-0.2683,-0.0279,0.0025,2.6014,neutral,640.0,0.4437,203.0,180.0,34.0,3.1748
Ez Papa,JustaTee,,single,28.0,2023-04-08,"v-pop, vietnamese hip hop, vietnam indie","Rap/Hip-hop, Pop",44I3xruuhy9isokYxsygo2,3rjcQ5VIWCN4q7UFetzdeO,0.0,ez papa - justatee.mp3,OK,OK,210.45,99.38,C#:min,0.217999,2352.32,9.5554,12.1169,-0.5431,10.6543,4.6399,10.882,-1.8645,9.2405,-92.6427,102.229,78.4809,33.7112,6.8694,25.162,22.8421,21.4458,-1.7497,17.9209,8.8947,15.7929,-0.7223,15.4265,6.3798,13.3687,-2.4966,13.4887,0.091032,5165.03,20.49,16.18,19.35,19.91,19.53,18.5,49.18,0.023509,1.5871,3.54,0.979,0.355,0.4537,0.3012,0.3498,0.4784,0.3678,0.4574,0.3558,0.4771,0.3723,0.3941,0.4577,0.01,-0.1273,-0.1002,0.0668,0.0264,0.0179,1.9951,negative,378.0,0.4392,129.0,133.0,16.0,1.7962
FACETIME!,Hank,Willistic,album,32.0,2024-11-12,"v-pop, vietnamese hip hop, vietnam indie","Rap/Hip-hop, Pop",7tNyJbP4fLdQDaOjoAfDed,3qUc9jd1knrpqhoO6wJCCR,1.0,facetime! - hank - willistic.mp3,OK,OK,195.0,112.35,C:maj,0.256304,1951.07,5.4275,12.2698,-2.66,11.9471,-5.0802,11.3578,-5.9434,10.4096,-120.7195,96.6669,104.2357,42.5759,30.18,34.3598,18.2385,24.0871,3.3024,17.9813,10.1624,16.1439,-4.7256,16.0339,9.1457,14.4047,-4.0342,12.6293,0.061308,4533.98,22.76,15.69,19.52,18.62,17.45,17.14,48.5,0.012634,1.6163,2.78,0.9673,0.3469,0.2866,0.329,0.3987,0.3884,0.5021,0.4739,0.6533,0.4365,0.3183,0.354,0.3042,-0.0306,0.2537,0.0533,0.065,0.0177,-0.0175,2.6284,neutral,396.0,0.4444,165.0,104.0,9.0,2.0308
FALLING ON YOU (feat. VSOUL),RAP VIỆT,VSOUL,album,19.0,2021-10-18,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",Rap/Hip-hop,1ojUtV3R0T0fKfFaAiCT2S,1cPpd989kghzlZqfpP4KwL,0.0,falling on you (feat. vsoul) - rap việt.mp3,OK,OK,145.45,136.0,A:maj,0.255296,2801.22,7.8185,10.6279,3.495,10.3022,5.6108,9.1233,3.7066,8.5764,-41.0226,102.5182,66.7363,26.3964,-10.8646,21.5528,10.5545,20.6699,6.9786,15.3658,11.4517,12.1821,-0.1635,12.4189,11.4135,11.233,-6.2577,9.4892,0.123105,6055.56,19.08,17.17,19.16,18.09,18.39,17.73,49.11,0.037209,1.1977,4.1,0.9542,0.4817,0.3561,0.4223,0.3458,0.4519,0.321,0.3287,0.3416,0.3404,0.4676,0.3385,0.4305,0.1798,0.0432,-0.0322,-0.0127,-0.0155,0.0015,2.2832,negative,363.0,0.4601,102.0,93.0,23.0,2.4957
FEVER,Coldzy,"Minsicko, tlinh",album,50.0,2024-06-03,"vietnamese hip hop, v-pop, vietnam indie","Rap/Hip-hop, Pop",6sIWcLjuMvOcxAfMOx1kbB,401ikVSob52311M6Fwnunt,1.0,fever - coldzy.mp3,OK,OK,260.07,136.0,A#:min,0.255015,2414.56,0.2297,14.1696,-3.068,12.5454,-1.7405,10.7382,-0.2681,10.8209,-86.0197,87.2173,101.103,54.4934,14.6355,30.8598,3.7485,17.3093,1.2217,20.3778,3.9517,15.6829,-1.3426,14.1149,0.2693,15.8446,-1.8687,14.5153,0.082344,5392.57,23.82,18.06,20.24,20.21,20.61,18.79,46.8,0.019291,1.2751,3.2,0.9723,0.4088,0.482,0.2514,0.2808,0.1826,0.3192,0.3276,0.2946,0.5085,0.3968,0.5239,0.4391,-0.2557,-0.1242,0.0078,-0.1064,-0.0034,-0.0618,4.1146,negative,466.0,0.4657,195.0,167.0,26.0,1.7918
FLY TO THE SKY (feat. T.C),RAP VIỆT,TC,album,6.0,2021-11-01,"vietnamese hip hop, v-pop",Rap/Hip-hop,5TTJXQ1NEkKjLGletdkjjY,1cPpd989kghzlZqfpP4KwL,0.0,fly to the sky (feat. t.c) - rap việt.mp3,OK,OK,185.14,143.55,F#:min,0.265126,2764.72,0.7982,11.4424,-4.3401,10.1606,-0.2421,9.0911,1.7508,8.6641,-47.8435,111.0996,72.1637,36.3359,19.82,26.4631,18.5132,20.4829,1.8446,18.9422,6.7488,14.5051,-6.5248,14.6206,3.2283,12.7838,-11.5319,13.4823,0.113429,6013.32,21.34,15.59,18.76,17.54,17.63,17.08,48.29,0.031834,1.3629,4.08,0.9618,0.3642,0.4257,0.3429,0.332,0.3794,0.3498,0.4251,0.4078,0.5034,0.535,0.4281,0.3915,0.0411,-0.0592,-0.0724,-0.0459,0.0033,0.0267,1.7074,neutral,517.0,0.5706,180.0,156.0,39.0,2.7925
FM29,Vincent,GUrbane,single,20.0,2024-09-06,"v-pop, vietnamese hip hop, vinahouse","Rap/Hip-hop, Pop",5EbDMDjJbMwqEmVVEVhHnW,1QFseLQPvAwVGpBuNWURg1,0.0,fm29 - vincent.mp3,OK,OK,234.63,117.45,A:maj,0.233845,1669.25,4.0086,9.9518,-1.7455,9.4264,0.8064,8.9067,-1.8838,8.2355,-92.2775,83.6482,127.7524,40.1311,3.6409,28.4681,13.0024,16.1769,5.072,13.4761,1.9062,11.8106,-6.4465,11.8576,1.3745,10.5272,-5.2118,10.5545,0.067801,3399.73,22.06,16.52,19.84,19.68,20.09,19.66,49.23,0.011232,1.3128,3.49,0.9666,0.3261,0.4638,0.362,0.278,0.4053,0.2273,0.3517,0.2181,0.391,0.4734,0.31,0.446,0.1145,-0.2236,-0.0934,-0.0326,-0.0109,-0.016,2.3711,negative,465.0,0.5462,173.0,157.0,27.0,1.9818
FOR THE RIDE,$A Milo,Gxxfy,album,26.0,2024-05-18,"v-pop, vietnamese hip hop, vietnam indie","Rap/Hip-hop, Pop",4TWDYU6iZlGu47hSJiOjgU,55YrB6LSt3ZShzAiBXTEcA,0.0,for the ride - $a milo.mp3,OK,OK,109.21,143.55,C:min,0.272657,2215.96,-1.7129,14.1733,-2.3744,12.4271,1.9345,9.6921,-2.2716,10.4022,-105.5796,121.1056,87.5118,42.2096,3.3347,34.606,5.5445,27.8233,-3.2664,25.4963,0.3778,21.5537,-4.6035,17.2476,-1.0089,15.6795,-4.0543,16.4517,0.094509,4729.15,20.14,15.74,16.12,16.43,17.55,18.0,46.97,0.025147,2.0546,4.99,0.9668,0.5814,0.5028,0.4066,0.4105,0.4268,0.4429,0.4646,0.5015,0.4018,0.3694,0.4423,0.472,-0.0203,0.1015,-0.0324,0.0856,0.0248,0.0558,1.7089,neutral,286.0,0.6923,105.0,108.0,17.0,2.6188
FOREVER SAY HI,"ANH TRAI ""SAY HI""","BigDaddy, OgeNus, B Ray, Phuc Du, Hustlang Robber, RIO, Khoi Vu, Lohan, Bùi Duy Ngọc, Dillan Hoàng Phan, Ryn Lee, Hải Nam, Jaysonlei, CODYNAMVO, Pham Dinh Thai Ngan, Karik, VCT, Gill, Tez, buitruonglinh, OTIS, Negav, Mason Nguyen, Sơn.K, CONGB, Jey B, Ngô Kiến Huy, VƯƠNG BÌNH, Nhâm Phương Nam, Đỗ Nam Sơn",single,42.0,2025-12-20,"v-pop, vietnamese hip hop","Rap/Hip-hop, Ballad",7hmne8CXBsmDNAW9PIOxTz,4wZ6awunqaaVLl5j0WpDFu,1.0,forever say hi - anh trai say hi.mp3,OK,OK,297.47,83.35,D:maj,0.222455,1974.21,4.3177,10.6255,-3.1572,9.7717,0.3815,9.3872,-2.195,9.3565,-102.1355,116.1744,99.7294,32.7565,5.9359,23.2375,22.3892,17.3829,3.372,14.9622,5.6732,13.6454,0.2189,12.3067,1.8883,10.8073,-3.5615,10.4642,0.077692,4207.7,20.95,16.76,20.08,19.2,18.87,18.92,48.46,0.015396,1.3003,2.77,0.9505,0.3059,0.3,0.4054,0.2794,0.3223,0.2169,0.3013,0.3729,0.3075,0.4152,0.3019,0.3837,0.2132,0.0371,0.0254,-0.0465,-0.0143,0.011,2.5869,negative,335.0,0.4299,93.0,108.0,21.0,1.1262
FRIENDSHIP,Đen,Friends,single,37.0,2024-06-25,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi",Rap/Hip-hop,1ZSwYD21wiQCx3VYrnQHMm,1LEtM3AleYg1xabW6CRkpi,0.0,friendship - đen.mp3,OK,OK,295.0,143.55,D:maj,0.284045,2369.16,4.3458,11.3532,-7.5749,10.7564,1.0462,10.3823,-6.1749,9.6852,-46.0918,72.7713,90.2676,30.0139,5.2301,32.7947,21.6668,15.6948,1.6173,17.7019,5.0066,12.8794,-2.1285,12.0074,-1.2903,12.3525,-8.6268,10.1036,0.078581,5247.79,22.5,14.64,18.34,17.8,17.71,17.96,48.26,0.019757,1.6648,4.19,0.9699,0.3126,0.4044,0.4612,0.3432,0.4081,0.3906,0.5211,0.4625,0.3799,0.4594,0.3869,0.3677,0.1522,0.0047,-0.0437,-0.1034,-0.0063,0.0131,2.5483,negative,902.0,0.2871,280.0,229.0,76.0,3.0576
Fall In Love,Hoàng Thùy Linh,,single,17.0,2018-10-10,"v-pop, vinahouse, vietnamese hip hop, vietnam indie","Pop, Indie, Rap/Hip-hop",4GYMLshk4KRGrq6UKutaSX,0r63ReVRjxrS4ATbLrdcrL,0.0,fall in love - hoàng thùy linh.mp3,OK,OK,306.36,143.55,D:min,0.197975,1836.32,4.5883,9.7702,-3.3542,9.9211,2.1969,8.6313,1.4665,8.4647,-160.6376,206.1185,65.4867,50.3276,2.3146,23.5007,2.3123,17.1452,4.6632,12.0908,0.9731,13.7347,-2.0783,10.2882,0.2131,11.6222,2.4285,10.1181,0.076537,3999.16,18.09,15.18,17.08,16.6,17.39,16.87,38.29,0.284501,1.1384,2.58,0.9685,0.3271,0.2786,0.3287,0.2318,0.1804,0.226,0.2071,0.2901,0.2222,0.275,0.2677,0.2403,0.0771,0.0981,-0.0237,0.0016,-0.0022,-0.0181,1.7586,positive,307.0,0.2932,129.0,82.0,15.0,1.0021
Fall In Love,Winno,Ronboogz,album,34.0,2024-02-14,"v-pop, vietnamese hip hop, vietnam indie","Rap/Hip-hop, Pop",2dY0j0RLwhK9xlMGOwDxHx,23UOCFmQtFKvx2mFufMoJB,0.0,fall in love - winno.mp3,OK,OK,214.5,68.0,A:maj,0.225142,1643.29,-10.7934,12.8728,-7.2784,12.3198,-6.3734,11.3593,-7.6284,11.5134,-122.1521,102.8307,125.0491,39.5532,12.0294,33.8567,11.7091,16.5729,6.2312,17.8185,1.2169,14.8397,-16.7454,14.062,-6.9774,14.1742,-11.9536,13.833,0.067972,3391.7,20.27,17.3,23.18,20.76,21.22,18.24,48.47,0.008311,1.279,3.17,0.9823,0.2128,0.399,0.3181,0.2627,0.3992,0.2213,0.3115,0.1849,0.3443,0.378,0.2242,0.2944,0.1488,-0.2563,-0.0965,-0.014,0.0046,0.0119,3.0732,negative,389.0,0.4267,141.0,117.0,21.0,1.8135
Falling Again,PAR SG,,single,30.0,2022-03-31,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop","Rap/Hip-hop, Pop",2iLGJxoHkCNeFT8MYlVZll,5yE1xvNIbuEB2kkopCuCVY,1.0,falling again - par sg.mp3,OK,OK,150.05,117.45,G:min,0.106271,1070.73,-2.3325,13.2069,-7.6042,11.0594,1.5676,11.9387,-2.4251,9.7047,-270.6465,95.6072,138.582,38.1591,41.3793,25.4547,7.5173,20.4376,5.8805,18.1938,0.8629,13.3586,4.3286,11.6994,-3.2301,10.956,-9.4699,11.4418,0.047885,1979.03,16.66,17.68,21.69,21.55,20.81,18.81,46.18,0.004545,1.2284,2.81,0.9667,0.2503,0.2913,0.4989,0.403,0.2283,0.2379,0.2445,0.4491,0.2476,0.2082,0.3764,0.2021,-0.0274,0.2225,0.1167,-0.1069,0.026,-0.0341,1.194,negative,269.0,0.4981,72.0,75.0,21.0,1.7927
Falling Down,KayC,,album,13.0,2025-03-27,"vietnamese hip hop, v-pop, vietnam indie","Rap/Hip-hop, Pop, Indie",3lTAYRQQMJ4pHoA2LxCVJY,3EkXXkwTWhJpPDJR4ME3D8,0.0,falling down - kayc.mp3,OK,OK,147.7,184.57,F#:maj,0.226772,1462.6,3.6377,10.8595,-3.6132,8.9149,2.3069,9.9477,-3.7787,8.9003,-117.2232,89.1189,146.4347,49.1105,8.979,22.6406,9.2887,19.818,9.2953,12.9463,2.4018,13.5928,6.8243,11.4159,3.692,10.9172,1.4109,11.0159,0.048643,3087.74,22.92,15.77,18.75,18.43,19.26,21.0,46.07,0.00709,1.2822,2.83,0.9673,0.3865,0.5457,0.4069,0.5108,0.4577,0.3596,0.4775,0.3272,0.4307,0.3951,0.3513,0.4501,-0.0939,-0.397,-0.1733,-0.1413,0.0678,0.0461,3.4381,negative,187.0,0.7273,79.0,66.0,9.0,1.2661
Falling Down,Seachains,,single,9.0,2020-02-26,"v-pop, vietnamese hip hop, vinahouse",Rap/Hip-hop,1nVRX4iLEc6KrqYZx0SsOA,6UiKZD9yB7Gxjol62s431k,0.0,falling down - seachains.mp3,OK,OK,186.67,99.38,C#:maj,0.256239,1607.92,1.4225,12.5771,-2.8052,10.8558,-0.6863,12.2057,-2.9382,9.693,-143.9932,104.4847,116.8455,39.5622,12.1162,28.1182,14.4697,22.0641,12.0681,19.2598,1.0446,18.3912,-2.2795,14.2396,5.58,14.9372,-5.1737,12.5628,0.050397,3452.1,22.95,17.05,19.24,18.19,18.24,18.49,47.41,0.00725,1.5389,4.09,0.9672,0.4756,0.5137,0.3157,0.3752,0.3283,0.4621,0.3231,0.3351,0.4959,0.4192,0.4198,0.3424,-0.2476,0.0021,-0.1085,0.0032,-0.018,-0.0229,4.4625,positive,445.0,0.4584,159.0,127.0,74.0,2.3839
Falling For U,VSTRA,Tyronee,album,48.0,2025-12-20,"v-pop, vietnamese hip hop, vietnam indie","Rap/Hip-hop, Pop",43DA5hCvER7j03PK2GnXLC,2aMo0CYbTieTisS0BlWc59,1.0,falling for u - vstra.mp3,OK,OK,146.0,161.5,B:maj,0.232081,2097.63,4.4447,14.0502,-4.0215,11.0705,3.3736,11.1172,0.1448,9.8107,-118.5852,110.8005,101.1503,41.5812,27.3445,34.8011,5.863,19.9917,-3.427,15.3495,5.4655,18.9739,-7.2107,14.8263,5.1482,16.4202,-8.7625,12.4525,0.064391,4893.02,22.2,16.7,19.86,20.3,18.72,17.45,48.54,0.013046,1.6682,4.15,0.9708,0.3082,0.4028,0.3099,0.4895,0.3726,0.3235,0.4679,0.2819,0.3133,0.2651,0.3902,0.4871,-0.075,-0.1718,0.069,0.0123,0.0297,0.0219,3.3708,neutral,315.0,0.3683,145.0,91.0,7.0,2.1575
Falling With You,Quân A.P,Pháp Kiều,single,28.0,2025-07-29,"v-pop, vietnamese lo-fi",Pop,4h07icz1LwK80zGhxebVdf,2NRcG7E1j2sSi8vnUzCcpi,0.0,falling with you - quân a.p.mp3,OK,OK,216.77,152.0,E:min,0.233381,2329.27,4.3974,11.5339,-3.7834,8.9336,3.973,9.0847,-0.6082,9.1356,-69.2271,113.5465,85.8531,32.809,-4.2565,22.1654,16.6675,17.7822,1.4375,15.8547,4.8852,12.4315,-1.7849,11.6787,3.7112,11.6825,-5.3054,10.2574,0.088408,5102.88,23.98,15.73,19.3,18.23,17.48,17.22,49.36,0.021578,1.4403,4.13,0.9679,0.3831,0.2754,0.3491,0.321,0.482,0.3416,0.3672,0.4292,0.3557,0.4401,0.3087,0.422,0.099,-0.0102,0.0081,0.0373,0.0086,0.0018,2.015,negative,418.0,0.3947,164.0,107.0,13.0,1.9283
Fancy,Winno,,single,14.0,2020-04-11,"vietnamese hip hop, v-pop, vietnam indie",Rap/Hip-hop,34z9cl7gqeFez7l3w37dLK,23UOCFmQtFKvx2mFufMoJB,0.0,fancy - winno.mp3,OK,OK,165.28,107.67,C:maj,0.117488,1934.26,-5.1543,12.2434,0.0124,12.6916,-2.699,11.7557,2.7361,12.1235,-176.4656,102.3712,114.758,33.8705,5.5088,28.2396,2.9628,20.0386,15.6512,22.4577,-3.1982,16.3628,-15.2939,16.1354,-0.2577,14.8978,-1.1698,13.9823,0.072445,4166.13,23.47,16.53,19.83,18.31,20.66,18.48,47.89,0.011963,1.5299,3.85,0.9541,0.3988,0.2816,0.3413,0.3002,0.3992,0.358,0.3055,0.3615,0.3381,0.5384,0.3424,0.2866,0.1168,0.1763,-0.0696,0.0584,-0.0091,0.0514,2.0831,positive,381.0,0.4514,145.0,119.0,9.0,2.3052
