track_id,file_name,title,artists,is_hit,spotify_popularity,artist_followers,spotify_release_date,spotify_genres,total_plays,spotify_streams,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,sentiment,sentiment_score,sentiment_confidence
2BKhVHyxHjbIAFVMfR4T3b,ảo ảnh.mp3,ảo ảnh,anh trai say hi,1,55.0,0.0,2025-10-20,"v-pop, vietnamese hip hop",746000.0,965409.0,262.0,92.29,D#:min,0.276906,2204.29,6.0032,11.0656,-4.6534,10.0664,1.0871,9.8605,-1.1695,9.6404,-60.4226,94.9987,97.3303,36.7606,4.7153,23.7348,13.587,21.2903,1.0897,16.383,8.2602,15.7652,-2.3477,13.2638,5.3523,12.1291,-4.2708,12.7651,0.082569,4844.23,21.15,15.36,19.19,18.76,18.83,18.42,48.48,0.018815,1.6217,3.95,0.9744,0.2716,0.3609,0.3338,0.4674,0.3395,0.4074,0.4224,0.3256,0.438,0.3702,0.4795,0.2982,-0.1765,-0.0488,0.0318,-0.0433,0.0007,0.0138,1.8247,433.0,0.4411,146.0,134.0,22.0,positive,0.4695,0.2796
5aDTawTXK6FJjXTUsR03n2,dẫu có đến đâu.mp3,dẫu có đến đâu,anh trai say hi,1,60.0,0.0,2025-10-13,"v-pop, vietnamese hip hop",1600000.0,2080692.0,241.82,129.2,C:maj,0.178026,1942.2,3.8117,14.3932,-3.8142,9.5068,-0.5807,9.8735,-4.2667,9.6546,-148.6161,140.3115,99.1124,37.0852,15.1414,23.591,10.1679,22.8726,-0.8176,17.1969,3.0563,15.4817,-3.778,13.8748,0.4404,15.5676,-9.6684,13.4426,0.067968,4312.79,24.58,17.07,20.5,19.9,18.61,17.93,46.54,0.011309,1.2355,3.06,0.9567,0.4432,0.3084,0.4341,0.3091,0.3946,0.3206,0.2609,0.3565,0.2673,0.3151,0.2348,0.3379,0.1876,0.1595,-0.0018,0.0801,-0.0249,-0.0117,2.9645,447.0,0.4251,136.0,122.0,23.0,neutral,0.0727,0.22
3QD2NfLEIvMRbzv2uTu4B7,Anh Chưa Thương Em Đến Vậy Đâu.mp3,Anh Chưa Thương Em Đến Vậy Đâu,Myra Trần,1,56.0,134866.0,2023-01-04,"v-pop, vietnam indie, vietnamese hip hop",0.0,28637184.0,272.7,129.2,G#:maj,0.139858,1894.15,0.1335,10.1936,-10.1384,9.2151,-3.5501,8.2479,-5.7487,8.5779,-152.6075,105.2692,113.902,34.7781,13.8049,20.6801,12.6351,14.4278,5.4347,12.4591,-3.9534,11.6599,-2.1002,10.7968,-5.2249,9.8882,-6.3024,9.7629,0.076507,3985.44,23.11,16.74,21.48,21.71,20.48,20.52,48.61,0.010082,1.1785,2.68,0.9535,0.3147,0.2387,0.1689,0.3119,0.2125,0.2469,0.1625,0.3193,0.4211,0.2278,0.279,0.1954,-0.2339,0.0833,0.0088,0.1352,0.0017,-0.0027,2.7661,347.0,0.2536,95.0,78.0,19.0,positive,0.5215,0.243
7vJyCz6Q8AE13xfPo6iQAz,I'm Still Loving You.mp3,I'm Still Loving You,Noo Phước Thịnh,0,35.0,941780.0,2019-11-13,"v-pop, vinahouse",65000.0,5799540.0,200.0,103.36,D#:min,0.26784,2408.11,7.0202,10.2233,-2.0676,8.638,0.5037,8.0729,-1.3521,7.9973,-54.0055,98.6986,83.286,31.2204,12.1388,19.7175,19.5021,15.8471,7.5171,13.496,7.2364,11.6826,-0.1823,10.4366,0.3964,10.4201,-6.5083,9.7868,0.082529,5495.11,22.42,16.82,18.0,17.4,17.72,17.39,45.74,0.024325,1.6614,5.47,0.9654,0.3103,0.3609,0.3456,0.4596,0.3104,0.3348,0.4715,0.3081,0.3155,0.3018,0.4106,0.3507,-0.1007,-0.0978,0.0839,-0.0499,0.0042,0.012,2.6169,357.0,0.2381,106.0,95.0,30.0,neutral,0.125,0.1604
06SwRcBuxj5C3Ht798OGOM,Rừng Vàng Biển Bạc.mp3,Rừng Vàng Biển Bạc,DTAP,0,35.0,16144.0,2025-08-19,v-pop,299000.0,196621.0,247.87,123.05,D#:maj,0.245627,2230.61,4.2806,10.5325,-1.3953,9.1621,0.7231,9.1752,-4.0732,8.2778,-54.8897,67.4488,93.2108,25.8322,3.1244,24.3774,14.8701,16.5765,7.6298,16.5328,5.2848,14.0492,-2.431,13.2552,1.4686,11.8146,-5.9609,10.5274,0.082155,4991.64,21.53,16.27,19.78,18.9,18.49,17.25,47.52,0.015668,1.5907,4.01,0.9712,0.2946,0.2086,0.3335,0.5369,0.2893,0.3171,0.2523,0.3595,0.3016,0.3125,0.4893,0.2885,-0.1632,0.0849,0.1175,-0.0062,0.01,0.0155,2.0329,482.0,0.5062,191.0,128.0,51.0,neutral,0.1298,0.2263
6QAFJqZCOZ6ctgdA1tyGZ8,phong sương tửu (ca si thiên đình).mp3,phong sương tửu (ca si thiên đình),thiên đình,0,29.0,539.0,2025-10-22,"vinahouse, v-pop",994000.0,52560.0,223.36,123.05,B:min,0.105748,2011.4,-3.9991,10.3129,-4.7624,11.5449,-2.9177,9.0774,-4.8543,9.3432,-156.1093,94.5003,100.1553,31.7379,7.1403,19.9706,27.0685,15.9221,-0.7186,14.0046,3.7611,10.029,-7.3731,12.0237,-5.3383,10.5186,-6.1561,10.9241,0.082166,4275.94,23.23,17.69,23.54,21.45,19.92,19.11,46.24,0.012951,1.2365,3.31,0.9627,0.2196,0.2968,0.2945,0.1812,0.2665,0.2247,0.4042,0.2206,0.1961,0.3374,0.2656,0.4193,0.209,-0.2121,0.0074,-0.1492,-0.0245,0.0285,2.8365,375.0,0.336,89.0,117.0,36.0,negative,-0.3117,0.3438
39KWnPNEvbXt423CzjvBfA,anh đã quen với cô đơn.mp3,anh đã quen với cô đơn,soobin,1,61.0,1295395.0,2017-03-14,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",25000.0,23858556.0,239.54,117.45,F:maj,0.176146,2342.26,3.0107,12.9227,-6.7232,9.8811,-6.1767,11.1469,-9.4613,11.7746,-126.0836,96.7207,87.377,34.8722,23.5687,21.3491,14.4263,21.3246,2.7256,14.3065,6.5584,11.7287,0.0804,11.7576,2.86,10.9106,-7.0461,11.8433,0.092072,5300.13,24.93,18.96,22.09,20.77,19.46,18.75,47.98,0.016814,1.255,3.2,0.9617,0.3784,0.236,0.2873,0.1973,0.2915,0.3623,0.2807,0.3852,0.3149,0.4014,0.2791,0.2618,0.0829,0.2288,-0.0968,0.0397,-0.0011,0.0123,2.9096,282.0,0.4255,88.0,82.0,10.0,neutral,0.049,0.2256
6Jx9W1f0cPfjRL0xm6jEtH,Mạnh Mẽ Ai Xem.mp3,Mạnh Mẽ Ai Xem,JayKii,0,27.0,132790.0,2025-09-25,"v-pop, vietnamese lo-fi, vietnam indie",224000.0,37449.0,250.6,123.05,G:maj,0.152705,1612.61,6.7391,11.2256,-5.2835,9.9007,0.3592,10.0504,-2.6437,10.2346,-161.5329,113.7549,113.0189,34.1723,10.9799,20.2484,24.0357,19.7508,3.0358,13.8686,5.1266,12.3433,-3.2239,12.2971,5.0272,12.2187,-7.8832,10.3799,0.061124,3391.85,24.81,18.17,22.65,21.57,20.53,21.0,50.49,0.005058,1.0386,1.95,0.9523,0.3925,0.2597,0.3727,0.2563,0.3634,0.328,0.3012,0.5011,0.3069,0.306,0.2033,0.3111,0.2011,0.2151,0.0607,0.0662,0.0143,-0.0257,3.1764,275.0,0.3891,56.0,93.0,15.0,neutral,-0.119,0.2617
3P3rcI48wwVEgxF5vPM6pG,buông đôi tay nhau ra.mp3,buông đôi tay nhau ra,sơn tùng m-tp,1,67.0,7610913.0,2017-04-01,"v-pop, vinahouse, vietnamese hip hop",0.0,38256144.0,226.05,112.35,F#:maj,0.226418,1735.98,8.2918,12.9123,-4.7067,10.1109,-2.6153,10.1893,-7.6619,9.0998,-109.0933,103.424,116.5351,32.6675,11.4902,25.3712,11.1525,15.7786,-4.8176,12.3004,2.2079,13.7698,-1.7691,11.4915,-0.7723,10.8055,-4.4047,11.3014,0.06767,3686.6,20.03,17.31,20.36,20.95,20.21,18.84,47.82,0.009561,1.4422,4.11,0.9741,0.2441,0.3431,0.2146,0.2852,0.2116,0.2584,0.4825,0.308,0.4483,0.2668,0.3912,0.384,-0.1005,-0.1909,0.0237,-0.0119,0.0064,0.0031,2.084,428.0,0.2804,168.0,167.0,20.0,neutral,-0.1157,0.3467
70YAIRgdk1u4ao0Va2z2Iy,Không Hối Hận.mp3,Không Hối Hận,Chillies,0,32.0,981747.0,2025-10-16,"v-pop, vietnam indie, vietnamese hip hop",296.0,41507.0,257.89,92.29,C:maj,0.163655,2258.6,4.9859,12.2921,-4.854,10.1145,-1.5173,9.7179,-5.4926,9.0835,-118.4482,99.1349,86.9347,38.1202,4.1532,25.1259,25.2055,16.5124,14.0457,13.1514,7.4409,14.703,1.5886,11.4788,6.7444,11.9453,-3.5363,11.2197,0.083039,5088.51,21.61,16.09,19.32,18.15,17.88,19.45,45.93,0.020111,1.574,4.11,0.9472,0.5342,0.4002,0.4316,0.3693,0.448,0.4767,0.3339,0.4088,0.3445,0.3909,0.3428,0.3467,0.0595,0.1266,-0.0001,0.0173,0.006,0.0028,1.8732,423.0,0.2766,122.0,133.0,16.0,positive,0.7285,0.2288
2g5O9eciZ7uib7SFbprnM6,Được Và Mất (feat. Hngle).mp3,Được Và Mất (feat. Hngle),PAR SG,0,22.0,50370.0,2025-05-09,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",160905.0,46438.0,203.64,92.29,D#:min,0.218048,1625.61,-3.3103,12.541,-7.6475,10.5742,-0.3065,10.2999,-8.243,9.4088,-120.7004,108.1374,120.8159,39.7358,6.0171,21.1802,31.1882,22.3085,8.8794,15.9645,3.914,13.3553,0.5623,13.4695,-0.2977,12.3918,-8.1989,10.5457,0.057269,3388.73,23.74,16.63,20.28,18.06,17.8,18.94,47.39,0.008497,1.4644,4.05,0.9485,0.3058,0.2937,0.2555,0.3419,0.2959,0.4457,0.3964,0.2138,0.2126,0.2912,0.569,0.4446,-0.1403,-0.039,0.0316,-0.1294,-0.0211,-0.0095,2.1948,498.0,0.3755,134.0,142.0,16.0,neutral,0.1304,0.1872
3ndW3SkGAtCUaXcv2kEsWd,Sao Ta Lại Xa Nhau.mp3,Sao Ta Lại Xa Nhau,Anh Quân Idol,0,13.0,63860.0,2024-04-19,"vinahouse, vietnamese lo-fi, v-pop",27000.0,11831.0,319.01,161.5,B:min,0.16934,1641.76,-6.0799,9.9488,-4.3726,9.8786,-5.8927,8.9477,-6.2046,9.8392,-156.5564,116.6383,115.2845,31.2319,22.8756,20.7466,14.4905,16.9042,6.6758,12.557,1.8982,9.805,-6.9078,11.0309,-6.3279,9.6832,-8.9917,10.0381,0.058022,3565.84,19.89,19.34,23.09,21.39,20.73,19.01,44.69,0.005536,1.0347,2.02,0.9557,0.2013,0.3071,0.3301,0.1852,0.2465,0.221,0.3987,0.2746,0.1622,0.1784,0.2396,0.3841,0.1792,-0.2243,0.0602,-0.139,-0.0056,-0.0346,4.011,326.0,0.3374,103.0,78.0,17.0,neutral,-0.0954,0.3179
7cameXCQnrVVReDGvKTos0,Nói Anh Nghe.mp3,Nói Anh Nghe,Hngle,0,40.0,13531.0,2024-03-03,v-pop,272000.0,1058080.0,311.16,86.13,G#:min,0.127002,1649.15,6.6285,10.6709,-5.6904,9.2102,-2.5128,8.8314,-3.205,8.6711,-176.1907,116.0203,116.6424,37.1299,6.2369,21.9122,26.6415,17.0259,4.3412,13.492,3.4932,12.9055,0.7103,10.7555,0.0167,10.5734,-9.9721,11.9596,0.068351,3408.33,23.77,18.51,22.14,20.77,20.23,21.53,49.48,0.009684,1.1896,2.29,0.9701,0.2334,0.2951,0.2677,0.3475,0.3085,0.2398,0.2909,0.2699,0.3447,0.2978,0.3212,0.3285,-0.0578,-0.1513,0.0537,0.0287,0.0005,-0.0056,3.0386,387.0,0.3669,106.0,101.0,32.0,positive,0.3089,0.2136
3HiEO7xIH81yDVivdugnDP,Anh Vẫn Ở Đây.mp3,Anh Vẫn Ở Đây,Quang Đăng Trần,0,38.0,25326.0,2025-06-30,"vietnamese lo-fi, v-pop, vinahouse",173000.0,236135.0,306.0,161.5,A#:min,0.192655,1845.83,1.4431,10.8272,-4.7119,9.8017,-1.8617,8.9812,-2.2674,8.8808,-127.2104,118.8217,111.4966,39.9814,10.6487,18.5731,22.9846,16.2821,6.5446,13.5366,-2.7562,12.7504,-1.0101,10.9088,-1.8054,9.5105,-9.4066,10.9924,0.07999,3787.96,22.16,17.93,22.24,20.51,21.05,21.85,47.86,0.014188,1.0213,2.07,0.965,0.2215,0.3396,0.2204,0.3094,0.2332,0.4156,0.3809,0.2214,0.3361,0.2503,0.3834,0.2351,-0.2702,-0.0651,-0.0434,-0.1281,-0.0044,-0.0151,3.4428,152.0,0.7434,57.0,44.0,10.0,positive,0.2421,0.2746
084taGXkVELabQBsFMFGL8,Vườn mây vừa hay.mp3,Vườn mây vừa hay,Ân ngờ,1,59.0,35113.0,2025-08-23,"v-pop, vietnam indie",649000.0,1293058.0,245.28,95.7,D:maj,0.226508,1834.45,-5.4907,10.955,-4.6916,10.5492,-2.3854,9.2441,-9.1884,9.572,-86.382,84.0719,110.575,29.5714,11.9499,15.2523,21.6213,14.645,2.3568,12.2221,5.9311,11.4504,-0.6032,9.5559,-3.9138,10.96,-0.4856,13.1242,0.062014,4053.88,24.93,16.21,19.45,18.32,18.08,17.25,47.48,0.009283,1.2055,3.49,0.9725,0.2722,0.2568,0.3887,0.3032,0.3633,0.2783,0.4257,0.3888,0.377,0.4581,0.3008,0.3224,0.2181,-0.0397,0.0109,-0.0306,-0.0145,0.0113,2.5365,479.0,0.3967,140.0,112.0,38.0,positive,0.4263,0.2245
2SbVXr4SIKfF7RtLuMUwSq,Được yêu.mp3,Được yêu,The Wind,0,27.0,2310.0,2025-07-02,"vietnamese hip hop, v-pop",115500000.0,57358.0,180.97,86.13,G:maj,0.102483,1841.07,-3.3576,10.1549,-9.7405,10.9189,-2.9473,9.79,-2.7325,9.1044,-164.7258,98.4694,121.1487,38.3576,0.6869,27.5794,7.6676,19.2659,1.6287,19.5519,-6.6811,14.3855,-9.5509,16.5076,-1.8771,13.2099,-10.1037,11.4598,0.078903,3792.71,23.32,16.22,19.39,19.39,19.45,20.26,47.65,0.012992,1.69,4.58,0.9623,0.508,0.3736,0.4353,0.3054,0.3733,0.269,0.4166,0.4103,0.2643,0.2809,0.3038,0.4926,0.1308,0.0231,0.116,0.0603,-0.0206,0.0289,1.4884,599.0,0.3973,196.0,166.0,22.0,neutral,0.0657,0.1997
1Ypc9r0TEP5KU2qdmhHQe4,Nói Cho Anh Nghe.mp3,Nói Cho Anh Nghe,Lê Hiếu,0,10.0,116530.0,2024-11-27,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",17000.0,40410.0,259.11,66.26,B:maj,0.199033,1890.73,12.9139,9.9439,0.0179,9.335,3.8779,9.8711,-0.6181,9.9373,-106.7979,93.3098,107.2616,35.0386,9.5647,16.3965,21.8102,14.4975,7.5872,10.7335,13.0305,10.5262,-0.9793,9.5887,5.6303,8.8101,-5.1368,10.4767,0.062698,4195.72,21.76,16.88,20.37,19.67,19.75,18.72,49.53,0.009209,1.1565,2.35,0.9636,0.3193,0.3633,0.3208,0.4287,0.3896,0.3564,0.4806,0.3675,0.3517,0.2824,0.3587,0.4331,-0.0759,-0.2418,0.0911,-0.0095,-0.0054,0.0067,3.7078,256.0,0.375,53.0,78.0,15.0,neutral,0.0629,0.2986
0l1yMnTXLONLOOD3LTZGAA,Là Do Anh Tưởng Tượng.mp3,Là Do Anh Tưởng Tượng,Quang Đăng Trần,0,22.0,25326.0,2024-09-11,"vietnamese lo-fi, v-pop, vinahouse",5800000.0,84384.0,308.87,129.2,D#:min,0.21371,1649.37,0.4571,10.6406,-5.9674,10.2527,3.1393,9.0188,-5.7949,9.8007,-129.6003,108.5993,114.5369,28.2172,8.6606,20.2768,19.857,14.7539,3.2388,13.1679,3.9315,10.8628,-0.3506,12.4598,-0.4133,10.0395,-11.1877,11.1274,0.064098,3429.28,24.24,18.68,22.02,20.87,20.49,20.56,49.57,0.006889,1.121,2.47,0.9555,0.1726,0.2527,0.217,0.314,0.241,0.304,0.2971,0.1971,0.2485,0.2241,0.318,0.215,-0.1492,-0.079,0.0291,-0.0907,0.0159,0.0107,4.5178,170.0,0.7,49.0,49.0,7.0,positive,0.2973,0.1958
0vTUSbdeEPuf5km8YebNAg,Đi Cùng Anh.mp3,Đi Cùng Anh,buitruonglinh,0,46.0,913414.0,2024-12-12,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",342000.0,1482396.0,188.57,129.2,E:min,0.251476,1694.43,-6.4055,12.9993,-6.5498,12.8135,-0.0192,10.6039,-3.4808,11.0204,-93.5293,87.4263,118.7543,30.933,-17.2993,37.1902,10.12,17.804,-1.548,18.8548,-6.9158,20.2325,-8.5437,14.7113,-18.7496,15.0736,-11.1775,14.0197,0.068914,3318.8,18.58,19.14,20.51,19.89,19.48,20.67,48.39,0.006067,1.3416,3.46,0.9621,0.4142,0.2741,0.3897,0.3056,0.4265,0.2505,0.226,0.3476,0.2263,0.247,0.2055,0.3272,0.1862,0.1279,0.0629,0.0577,-0.0033,-0.0068,2.1761,267.0,0.6442,89.0,74.0,19.0,positive,0.3056,0.24
1fwgdNPdqSw28WpZA9kLdb,Lựa Chọn Của Em (feat. Cigar).mp3,Lựa Chọn Của Em (feat. Cigar),PAR SG,0,22.0,50370.0,2025-05-09,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",160905.0,31218.0,192.56,172.27,G#:maj,0.234213,1587.86,4.917,13.1415,-8.369,11.0654,0.1576,13.5486,-3.1773,8.9027,-134.8254,88.3027,123.2242,39.1001,14.3328,23.7011,30.8349,21.1759,14.0558,17.4986,3.4808,16.9949,7.9286,13.5867,-2.8153,17.3911,-4.1991,10.9575,0.050617,3455.06,21.76,17.15,20.09,17.12,16.96,20.63,47.37,0.00587,1.485,3.01,0.9499,0.4636,0.3274,0.2495,0.336,0.3217,0.3517,0.3014,0.4033,0.4515,0.4164,0.4594,0.3713,-0.1822,0.1741,-0.0327,0.1346,-0.0165,0.003,2.4162,429.0,0.4172,113.0,120.0,37.0,positive,0.3409,0.188
0fy83aSwInNBE72Ajbocw8,Con Đường Mưa.mp3,Con Đường Mưa,Đặng Vĩnh Thịnh,0,30.0,8219.0,2025-02-16,"v-pop, vietnam indie",9000.0,92148.0,280.0,78.3,D:maj,0.198194,1380.35,1.1474,9.836,-3.3176,10.368,-0.556,8.5597,-4.2579,8.1204,-159.5074,75.8492,146.0898,44.0161,6.6011,26.5277,3.4626,19.0867,10.2182,16.8975,5.1669,12.6198,-6.7017,11.7046,-1.0316,11.5249,-7.5205,9.4173,0.056499,2623.79,24.87,18.72,21.78,19.64,21.14,18.41,46.63,0.006017,1.2074,2.62,0.9729,0.3036,0.2783,0.4666,0.3052,0.4401,0.2444,0.3512,0.3974,0.2849,0.3488,0.2613,0.4141,0.3187,-0.0165,0.1329,0.0047,0.0013,-0.0533,2.2828,355.0,0.2141,121.0,90.0,11.0,neutral,-0.0233,0.2108
5362i5VyrHg1Keyyhudf0z,Bằng Lòng.mp3,Bằng Lòng,Karik,0,31.0,537364.0,2024-07-11,"v-pop, vietnamese hip hop, vietnam indie",4900000.0,337693.0,211.18,123.05,A:maj,0.153548,1654.39,4.5214,10.4802,-3.713,7.9985,-0.167,9.0094,-4.9106,8.3566,-143.531,121.8178,117.9195,30.3864,14.4861,23.4492,15.5877,16.163,10.3351,14.1214,1.0951,12.2184,3.4158,10.7329,-3.7799,9.369,-0.7906,9.606,0.06156,3447.36,20.92,15.94,19.59,18.93,19.54,18.81,46.28,0.008441,1.2914,2.83,0.9549,0.2834,0.3576,0.2591,0.2706,0.4309,0.2561,0.2522,0.2402,0.4439,0.6296,0.3778,0.3919,0.1504,-0.141,-0.0887,0.0427,0.0127,0.0094,2.1488,391.0,0.5038,80.0,134.0,27.0,positive,0.2203,0.2398
59HQYVHZiYhgfvSi8VhJAx,người tình.mp3,người tình,52Hz,1,41.0,326028.0,2024-11-15,"v-pop, vietnam indie, vietnamese hip hop",178000.0,739481.0,166.2,99.38,A:min,0.17812,1702.67,-9.7337,12.2022,-14.0894,11.4789,-7.4708,9.6414,-14.2835,10.5848,-156.6702,81.6039,114.8295,34.4849,0.5115,23.1444,17.3205,19.3542,1.9188,14.947,-5.5711,16.6195,-4.0466,13.4244,-18.0879,17.7089,-0.6485,14.014,0.055174,3625.9,24.91,20.83,21.59,19.64,20.35,22.93,47.74,0.006156,1.3407,3.47,0.9566,0.4584,0.2374,0.2028,0.1763,0.2658,0.1428,0.1253,0.1705,0.1571,0.2378,0.2555,0.4859,0.1909,0.0656,0.035,0.1172,-0.0359,0.019,4.1987,284.0,0.4613,91.0,88.0,21.0,positive,0.2152,0.2446
6tFA6mKP4w5wbVhLFrmidX,Trả Chìa Khoá.mp3,Trả Chìa Khoá,(S)TRONG,0,33.0,23344.0,2025-09-24,"v-pop, vietnam indie",52000.0,94648.0,205.22,136.0,C#:min,0.31301,2363.34,2.9067,10.2223,-3.6131,9.1567,2.1405,8.3651,-5.629,10.1025,-48.2616,96.4404,88.1012,34.6208,21.8982,22.3888,19.2766,17.4835,-1.4557,14.5651,8.3648,11.3483,-2.741,10.2658,7.017,9.6669,0.7038,9.3378,0.07834,5528.54,21.89,16.36,19.06,19.3,17.55,17.22,47.09,0.019694,1.4672,3.9,0.9592,0.337,0.3663,0.2738,0.2826,0.4316,0.3472,0.4281,0.3342,0.3957,0.4484,0.3526,0.4622,0.0925,-0.1593,-0.0334,-0.008,0.0029,0.007,1.9969,375.0,0.4053,118.0,139.0,8.0,positive,0.4118,0.1611
23AflLDkHSeeFXDikfeBPT,"Chỉ là 1, 2 câu.mp3","Chỉ là 1, 2 câu",Ronboogz,0,34.0,454964.0,2024-03-20,"v-pop, vietnamese hip hop, vietnam indie",927000.0,1315982.0,153.4,117.45,D:maj,0.14898,1787.98,0.8682,12.5302,0.5461,10.8104,1.1811,11.6998,-4.8051,10.0893,-179.5209,114.4837,113.3578,38.9253,30.9292,25.4564,-1.4135,21.0159,0.6556,14.3347,5.5595,16.6042,-12.9163,11.8218,-4.1278,13.4502,-12.5454,11.7901,0.062309,3725.25,24.02,18.0,22.68,21.43,21.01,18.29,45.55,0.022575,1.4607,3.74,0.9661,0.2151,0.4128,0.4417,0.19,0.2036,0.1567,0.2784,0.2171,0.2434,0.461,0.2281,0.2234,0.24,-0.0916,-0.1094,-0.1129,-0.0,0.0078,2.2524,373.0,0.4129,88.0,110.0,20.0,neutral,0.0486,0.2098
07ML30NYFSKm8VaZGvQcDi,chúc ngủ ngon.mp3,chúc ngủ ngon,52Hz,0,37.0,326028.0,2024-11-15,"v-pop, vietnam indie, vietnamese hip hop",332000.0,516621.0,216.0,117.45,A:maj,0.178658,1856.93,-3.6915,13.2043,-4.1225,11.8769,-1.6811,9.8851,-6.4449,10.3115,-144.0265,98.022,110.0376,40.7767,10.2105,30.4364,8.8096,23.3096,10.1054,17.2364,5.5461,14.2462,-3.6166,13.5462,-4.0432,13.8777,-7.1129,12.3833,0.067196,4061.1,25.71,19.09,21.46,19.99,20.33,19.25,47.08,0.010716,1.5407,3.29,0.9682,0.3323,0.4804,0.356,0.2801,0.3312,0.2012,0.2152,0.1791,0.3434,0.4296,0.3111,0.4196,0.1598,-0.2166,-0.1311,0.0017,-0.0176,-0.0327,1.9585,434.0,0.424,133.0,123.0,36.0,positive,0.3304,0.2316
4JafWSKkgQOdHVrfvJ4UlE,Không Quan Trọng.mp3,Không Quan Trọng,Hoàng Dũng,0,36.0,739209.0,2025-07-09,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",61000.0,248024.0,259.49,123.05,A:maj,0.182392,1736.63,0.0373,12.4326,-5.3051,12.2844,-2.1053,11.9602,-3.8837,9.9374,-140.6886,94.7123,115.823,39.3731,4.1845,26.442,23.7377,19.2767,10.3719,17.8972,2.7045,13.9246,-2.9956,12.7007,-0.0323,13.9021,-2.8286,11.9692,0.065787,3651.3,21.95,17.83,21.34,20.77,20.88,20.42,47.91,0.009668,1.5028,2.76,0.9656,0.3178,0.4307,0.3055,0.2198,0.3073,0.2387,0.3096,0.2579,0.4251,0.4211,0.3183,0.4209,0.1413,-0.2207,-0.081,0.0214,-0.007,0.0131,3.2547,260.0,0.5308,72.0,76.0,26.0,neutral,-0.0169,0.1993
3Wf50MLZUgw65OAlQ9UMuZ,Hết Yêu Rồi.mp3,Hết Yêu Rồi,Lê Hiếu,0,13.0,116530.0,2024-11-27,"v-pop, vietnam indie, vietnamese bolero, vietnamese hip hop, vinahouse",133000.0,36642.0,338.22,152.0,E:maj,0.214879,1809.26,7.1531,10.8836,-5.0051,8.8103,-0.8774,8.9371,-4.0807,9.5694,-122.8954,136.9881,110.8982,40.393,8.2166,21.3866,24.2009,15.1748,7.409,11.1114,9.0048,9.7798,-4.166,9.6379,2.61,10.2162,-8.1651,10.3716,0.058001,3789.66,22.88,16.55,20.5,18.89,19.15,19.13,47.53,0.009692,1.0968,2.16,0.9596,0.3218,0.2984,0.2739,0.3203,0.4037,0.336,0.353,0.3366,0.3767,0.3565,0.3236,0.3998,0.0319,-0.1231,-0.0098,0.0561,-0.0223,-0.0018,3.2954,354.0,0.3023,78.0,128.0,23.0,neutral,0.0782,0.2956
7jpIovb8YQ6CedKvPYwH4N,Em Yêu Cô Ấy - Prod. Hải Ma.mp3,Em Yêu Cô Ấy - Prod. Hải Ma,Double2T,0,17.0,105825.0,2024-04-14,"v-pop, vietnamese hip hop",32000.0,187198.0,218.0,99.38,F:min,0.138958,2437.02,5.9144,13.0832,-2.8892,10.3038,1.1335,9.765,-2.1667,9.926,-118.7867,101.5223,86.8241,30.4955,6.0418,23.5091,17.3574,17.2084,1.0438,18.2951,0.821,14.6527,-6.5752,13.5111,-1.7206,12.6178,-8.0762,11.5981,0.098434,5455.23,22.46,17.03,19.98,19.56,19.07,19.74,49.36,0.025146,1.6081,4.06,0.9695,0.3759,0.3098,0.219,0.3304,0.268,0.477,0.3366,0.3356,0.457,0.3404,0.4247,0.2603,-0.21,0.0574,-0.0778,-0.0092,-0.0226,-0.0064,1.8407,373.0,0.3244,107.0,85.0,20.0,neutral,-0.0598,0.2715
