file_name,spotify_track_id,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio
906090 (feat. mew amazing) - tóc tiên.mp3,5PleYXHjjFbeSsF8U1zFH6,245.6,143.55,A:min,0.22932,2395.58,4.6934,11.561,-2.8275,11.993,0.0729,11.3082,-1.3542,9.3893,-130.1632,126.8593,76.1426,39.9929,27.8358,28.9491,21.9435,20.4977,10.0178,15.8696,9.8265,15.7001,5.2267,14.0019,6.7259,12.4543,-5.5909,12.5901,0.08248,5374.28,20.54,16.47,18.61,18.33,18.24,17.74,46.63,0.036967,1.8481,3.46,0.9679,0.3704,0.295,0.3059,0.3681,0.5315,0.4558,0.3331,0.3246,0.3515,0.408,0.343,0.3483,0.0702,0.0405,-0.0939,0.1186,0.006,-0.0007,1.8785
a ă â - wean.mp3,6PcFMZ6rkJKJ3YNg7p8QVH,211.91,95.7,B:min,0.247184,2784.41,8.8347,12.0935,-3.0493,11.6121,5.0942,10.2428,-0.5206,9.8386,-62.7675,97.9962,72.0945,32.2152,3.3355,26.7325,3.278,20.5862,7.6146,16.5745,0.5098,14.7802,2.6311,13.6595,9.3321,13.2973,-9.2967,13.6516,0.115043,6359.29,21.26,15.27,17.45,17.71,18.17,18.52,49.04,0.028646,2.0048,3.98,0.9567,0.4263,0.4191,0.3718,0.3396,0.3779,0.4536,0.5135,0.397,0.4013,0.406,0.4348,0.508,0.0126,-0.0412,0.0316,-0.0663,-0.0109,-0.0127,1.5018
a đến ă - dương domic.mp3,1YHmgJCPdvqAmiijOhRGyc,188.1,99.38,D#:maj,0.225117,2170.65,4.7869,11.5991,-3.6772,11.3154,-0.8397,9.4099,-5.5631,10.2787,-83.7585,105.4769,91.192,34.1129,3.4995,23.5716,21.534,18.5696,5.9842,15.76,1.3589,14.3415,7.5812,13.7225,3.3672,12.237,-1.7306,11.2223,0.085517,4624.94,20.65,18.17,20.44,20.0,19.08,19.35,47.39,0.015434,1.5392,3.23,0.9685,0.3763,0.3628,0.2967,0.4502,0.3005,0.3576,0.2155,0.2921,0.3736,0.3049,0.4057,0.2706,-0.2164,0.0835,-0.0161,0.0291,0.0033,-0.0126,2.1532
ai cho anh lương thiện - karik.mp3,0EZRO9aheeMjRXUZaOshre,171.83,172.27,A#:min,0.165017,1934.01,3.3368,9.1854,-5.8811,10.5014,0.2827,9.6267,-1.2044,8.8709,-112.1612,98.9757,109.6324,32.3763,10.3853,18.3803,22.8875,14.7629,3.658,13.2162,5.8,11.2594,3.4648,10.4001,1.6731,10.1993,0.7247,10.2097,0.071897,4247.51,23.86,15.45,18.29,18.54,18.92,20.5,48.98,0.013532,1.4225,3.17,0.9509,0.3374,0.3444,0.2915,0.4129,0.2923,0.4306,0.4088,0.3177,0.3994,0.4018,0.5456,0.4267,-0.2149,-0.0152,0.0061,-0.1,-0.0022,-0.0097,2.7496
ai cũng phải lớn - soobin.mp3,4Gs3MrfMQub2r90VWmcnMZ,260.29,129.2,G#:maj,0.201664,2030.75,3.8332,12.8027,-5.5883,10.316,-4.6593,11.1679,-4.6551,10.8142,-115.4475,114.561,98.5452,32.2573,8.0177,21.8578,13.2763,17.4076,1.8227,16.0872,3.8528,12.6958,0.8577,13.5362,5.7728,11.8138,-6.5292,11.7909,0.077537,4378.97,24.12,18.39,21.56,21.76,20.17,20.4,47.18,0.01238,1.3413,2.82,0.9542,0.3366,0.3193,0.2492,0.3321,0.2738,0.3876,0.295,0.3125,0.4196,0.2839,0.3379,0.2334,-0.239,0.0248,-0.0563,0.0158,-0.0207,-0.009,2.916
ai lớn cũng phải - captain boy.mp3,5e21jDDiJOuoAMd2k8FNn2,211.5,107.67,G:maj,0.240868,2240.51,4.4588,11.86,-6.7621,11.9275,1.7342,9.956,-10.1975,10.7945,-65.4952,70.7358,88.0513,30.2196,-9.8609,22.5573,27.0638,20.6882,-3.7869,13.2538,2.2085,14.4928,1.9878,12.5106,2.4701,12.2661,-0.0944,12.2687,0.084248,4766.34,25.52,17.15,21.07,20.32,18.98,21.13,48.77,0.012974,1.3489,4.09,0.9375,0.3066,0.273,0.3825,0.2671,0.2637,0.2338,0.3261,0.4552,0.2986,0.3381,0.2914,0.3366,0.169,0.0869,0.1046,-0.0195,0.0043,-0.0015,3.627
ai muốn nghe không - đen.mp3,1WCAkmmTM06in2ojuQ9CK5,298.28,89.1,B:min,0.179364,1480.32,-0.9197,9.2742,-6.646,9.222,2.1333,8.9946,-5.8414,8.4314,-147.8454,74.4046,124.9671,31.4213,33.3628,24.4209,26.225,14.8751,12.9604,16.6737,2.307,12.9677,0.3361,10.6814,4.275,9.8254,-6.9793,9.7471,0.043848,3107.38,21.68,16.63,18.67,18.16,17.77,17.26,46.28,0.006149,1.5806,3.8,0.9759,0.4864,0.526,0.4521,0.2741,0.2386,0.236,0.3445,0.223,0.232,0.3467,0.3826,0.5394,0.0686,-0.1933,0.0776,-0.1487,-0.0426,0.0142,2.04
ai mà biết được (feat. tlinh) - soobin.mp3,13s4FKMfyzDRFGsfTLAw81,240.0,103.36,B:min,0.23407,1851.35,3.8901,12.1707,-2.7202,10.978,2.9533,9.4525,0.0284,9.3474,-106.6902,107.3414,105.4085,38.6376,15.0187,24.0083,24.8577,17.0419,2.4795,17.9463,8.1432,13.6986,6.2987,12.0058,2.9153,13.4586,1.0985,13.4754,0.068713,3931.13,20.79,16.37,19.79,19.9,18.98,18.89,46.11,0.013016,1.3081,2.17,0.9733,0.3199,0.4119,0.4367,0.3361,0.4002,0.3457,0.4404,0.3542,0.2904,0.3233,0.3584,0.4432,0.1114,-0.117,0.1293,-0.0635,0.0239,-0.0278,2.5661
all eyes on us - anh trai say hi.mp3,6qRnm1fiL5ra9wVKQplxI4,274.42,129.2,F:min,0.292814,2693.87,8.2988,10.1805,0.2353,9.0982,4.5062,8.5586,0.9733,8.1784,-28.0634,80.8495,72.9971,29.8978,8.6072,21.2275,25.3142,17.1949,8.4774,15.6593,5.7952,13.1957,5.6083,12.0337,3.3264,10.9762,-0.3478,9.631,0.098215,6006.27,22.08,14.38,17.26,16.49,17.04,17.45,47.1,0.03175,1.6035,4.15,0.9583,0.4882,0.3856,0.4167,0.4662,0.4554,0.5619,0.4498,0.5023,0.5132,0.4929,0.511,0.4275,-0.0642,0.0531,-0.0377,-0.0091,-0.021,0.0004,2.2033
all the fans - rhymastic.mp3,6YZUeBdhpZ3xEcfGeMQje7,190.91,89.1,G#:min,0.195519,2241.77,2.2087,9.8323,-0.7487,9.4872,3.5823,8.6635,-0.9952,8.5549,-107.1059,110.3532,88.3299,39.994,9.0243,25.1105,30.638,20.3761,9.1205,15.6413,7.923,13.5298,1.6796,12.2291,3.1499,11.0355,-0.9535,10.3719,0.079863,4942.95,22.97,15.12,18.99,17.67,17.07,17.49,46.11,0.022559,1.6332,3.64,0.9747,0.4042,0.488,0.3942,0.4376,0.3818,0.3365,0.3505,0.3839,0.5017,0.3731,0.3762,0.376,-0.0713,-0.107,0.0002,0.0714,-0.0149,-0.0185,1.6457
alright (alternative) - the flob.mp3,49kgdKeH2eWAjerLm8Zpd5,259.76,83.35,G:maj,0.077984,2026.7,0.1857,11.6368,-9.5466,9.4751,1.5883,10.5321,-9.0543,9.6633,-222.5305,116.9169,103.2411,31.0628,0.7699,22.4229,3.3872,16.7935,10.3612,12.9084,1.5344,13.2446,-0.9293,10.9005,-2.2715,11.3918,-4.0969,10.6409,0.076777,4477.87,21.52,19.69,20.83,19.95,21.63,19.93,49.35,0.014605,1.0777,2.11,0.9612,0.2657,0.2535,0.4256,0.2181,0.1802,0.1971,0.3967,0.4659,0.2646,0.3095,0.2357,0.3441,0.2432,0.0561,0.1334,-0.0931,0.007,-0.0053,3.1199
alright - the flob.mp3,4hsmkCSzPDMRKC266MS4Xn,356.48,123.05,G:maj,0.099159,2063.76,4.2456,10.6339,-0.6227,8.7527,5.1589,8.4514,-0.076,8.5034,-183.3325,124.8092,99.0966,31.5488,8.7618,28.8034,17.2813,15.3584,4.1862,18.2301,9.3126,12.0037,-0.314,11.4526,3.2404,9.7547,2.3217,9.7925,0.078796,4459.93,23.63,18.45,20.8,19.52,19.81,17.44,48.43,0.016072,1.1039,1.61,0.9586,0.3169,0.3078,0.4306,0.2641,0.2303,0.2463,0.4034,0.4682,0.2742,0.3217,0.2535,0.3819,0.2096,0.0995,0.1435,0.0414,0.0401,-0.0027,3.83
an thần - low g.mp3,5C3fx9rdM4Bxf1MSOQC4Ym,174.29,112.35,G#:min,0.196464,2064.62,-0.2748,12.6546,-8.4184,12.2034,-3.1965,12.2418,-3.7094,10.4815,-97.9259,89.212,110.708,45.7207,-0.0263,32.8396,8.7012,23.1059,-2.0966,21.5706,-10.2242,18.3609,-9.8223,15.5625,-3.6517,14.981,-13.2825,13.841,0.087465,4284.05,22.63,16.06,19.13,19.12,18.91,19.51,45.61,0.017618,2.0463,5.04,0.9441,0.3337,0.4011,0.3304,0.398,0.4147,0.3249,0.4499,0.3655,0.5459,0.4067,0.3193,0.4452,-0.0156,-0.1626,-0.0217,0.0764,-0.0189,0.0026,1.3353
anh chưa từng hết yêu - buitruonglinh.mp3,0JiQ1eXXKAgBBh8KQUgrEh,208.19,83.35,G:min,0.291293,1568.48,1.4787,10.0144,-7.638,9.5878,-6.2295,9.9327,-11.4381,9.1569,-94.5702,83.0441,119.8339,30.3932,4.7386,21.0128,19.1633,14.8849,8.564,14.4144,-3.0032,12.4517,-0.197,10.7855,-7.068,11.5709,-9.4066,9.4493,0.052264,3204.06,23.37,18.76,20.88,19.96,19.2,19.73,48.48,0.004555,1.341,2.84,0.9657,0.3365,0.2402,0.4194,0.3973,0.2347,0.309,0.2691,0.4757,0.3064,0.2437,0.3245,0.2537,-0.0884,0.2691,0.0925,-0.0141,-0.0144,-0.0126,3.0458
anh chẳng thể - phạm kỳ.mp3,3c8s2bCBk3cn8Taete6Q5B,215.0,117.45,G:maj,0.133796,1582.32,2.8997,14.9978,-10.7163,12.5496,-1.133,10.9885,-9.5991,11.2569,-207.8726,117.805,116.415,39.3767,16.2349,23.2998,18.0731,20.9258,2.5112,15.468,1.1375,14.9065,3.3907,13.6254,-4.3954,16.3285,-7.4315,12.9875,0.05984,3224.06,24.01,20.02,22.63,21.45,20.35,21.14,48.07,0.005369,1.2814,2.51,0.9572,0.2649,0.2084,0.334,0.2041,0.2191,0.1668,0.3217,0.4434,0.2707,0.3135,0.2673,0.353,0.2844,0.0112,0.1496,-0.0435,-0.0164,-0.0009,3.7087
anh chỉ muốn - ronboogz.mp3,2n00rcPaXcWfFB9irOKOmh,167.97,136.0,C:maj,0.162741,1680.99,-10.3575,11.3853,2.2242,11.6791,0.7396,9.8313,-10.8835,10.2757,-166.941,102.1162,121.0702,43.7052,17.6205,24.9602,-3.0627,17.9036,-1.4951,17.5254,4.3001,12.4823,-16.1223,14.1811,-1.4188,12.0116,-12.0352,10.7726,0.065636,3417.01,24.74,17.81,20.54,20.16,20.66,18.8,48.34,0.017235,1.5661,3.95,0.964,0.4439,0.2174,0.2406,0.2227,0.441,0.301,0.2502,0.4328,0.2243,0.2273,0.2075,0.3692,0.2238,0.1257,0.0428,0.2097,0.0214,0.014,2.0616
anh cũng biết đau - khả hiệp.mp3,2L9V1feDzzZbg6rPfjU45g,297.6,161.5,D:min,0.135014,1520.75,0.6949,11.0835,-5.7445,10.5246,-5.6286,10.6864,-3.5095,9.8473,-176.8277,115.4048,125.2383,32.3665,9.3657,23.0097,25.2092,19.1903,6.4925,13.9053,-2.2238,12.0942,3.4195,11.7996,-0.3128,10.7101,-7.4169,11.5399,0.066697,3057.12,21.93,18.23,21.85,21.73,21.26,22.29,46.36,0.007153,1.0943,1.8,0.9575,0.2812,0.2051,0.3336,0.2032,0.355,0.4199,0.2494,0.3816,0.2533,0.3654,0.1999,0.1759,0.2346,0.2515,-0.1391,-0.0199,-0.0208,0.0012,3.8186
anh không cố ý (feat. limitlxss & ogenus) - rap việt.mp3,5RuZw8NsvI4BSlmI2yqgeS,255.28,172.27,F:min,0.271831,2408.01,9.0546,13.1463,-0.5763,11.6941,5.2569,10.938,0.849,9.6339,-70.8134,113.2807,80.4518,32.6992,0.1313,23.4776,15.6262,21.3941,-1.9604,16.6296,6.1563,14.0395,-1.6538,14.5268,10.1206,13.8716,-4.1388,12.6842,0.093887,5255.93,19.4,15.5,18.6,18.56,18.55,18.48,48.7,0.02384,1.5818,3.92,0.9677,0.5421,0.3708,0.3577,0.4111,0.4321,0.523,0.3988,0.51,0.4727,0.4066,0.4998,0.425,-0.1227,0.1047,-0.0415,0.0677,0.0037,0.0136,2.5933
anh luôn như vậy - b ray.mp3,3CyGK8BeJ5iCunpzvHyINs,212.73,136.0,C#:maj,0.129263,2313.27,3.0482,11.6255,-2.6769,10.664,5.3207,10.0134,-2.6844,9.1941,-142.1775,104.3256,98.6333,42.8469,9.9346,19.759,10.2499,19.5114,3.7374,17.4939,0.8495,18.9581,5.7847,14.417,0.8567,12.7015,-6.2893,13.7267,0.090549,5173.65,24.56,16.4,18.9,19.88,18.39,19.24,47.97,0.022829,1.2765,2.63,0.9539,0.3389,0.4966,0.3402,0.4416,0.3513,0.5243,0.4193,0.3017,0.3814,0.3363,0.3866,0.2653,-0.2329,-0.0493,-0.1632,-0.1566,0.0065,0.0224,2.9153
"anh là ai (feat. dick, dt & umie) - rap việt.mp3",6HpkHTTwfVmSoopeloHqOp,320.58,143.55,C:maj,0.224673,2433.05,3.6678,11.1002,-3.6618,10.69,3.1246,9.0817,-1.6579,9.0585,-57.8398,75.021,88.0989,41.2251,-1.802,25.4508,15.3022,17.901,7.1413,15.4174,7.3409,15.6193,0.3546,14.3635,2.6085,12.4428,-1.8968,11.5088,0.093876,5314.67,23.41,16.13,17.97,16.78,17.21,17.32,46.25,0.027706,1.8064,4.25,0.9699,0.5061,0.401,0.4563,0.3896,0.4608,0.5071,0.4045,0.5173,0.4284,0.4989,0.4223,0.4012,0.0763,0.0849,-0.0232,-0.004,-0.0141,-0.0051,2.0978
anh là của em - karik.mp3,6bVXD2LVlWNEKzftWhFKVD,215.76,103.36,A:maj,0.226161,2341.72,2.4695,9.6583,-4.2084,9.153,-0.2759,8.6556,-3.6094,8.4003,-53.7135,88.7988,88.9041,32.1373,-4.3074,21.0826,21.3016,15.2682,-3.519,12.9039,6.7972,11.0966,-4.6384,10.7948,-2.3927,10.039,-4.5146,9.5342,0.098161,5017.22,17.86,15.9,19.78,19.29,19.06,17.22,48.61,0.021992,1.4498,4.09,0.9821,0.2729,0.4273,0.2973,0.231,0.3535,0.2419,0.2736,0.2152,0.3714,0.4956,0.29,0.3572,0.1212,-0.1529,-0.1267,0.0438,0.0142,0.0116,2.0303
anh là ngoại lệ của em - phương ly.mp3,6KgZf5gZgF1KLNxq1qZgHP,188.11,112.35,C#:maj,0.237311,2114.83,-2.4141,12.115,-12.8494,11.7084,1.6237,9.8392,-2.8836,9.2232,-92.5512,92.8549,92.7431,34.8628,2.5061,25.219,20.5619,21.1557,2.3173,15.0451,0.1668,17.5504,1.0958,13.5754,0.534,15.0899,-0.667,13.5728,0.076968,4513.0,18.63,17.11,20.61,19.5,18.73,19.9,46.97,0.015564,1.6092,3.6,0.9715,0.3098,0.5073,0.3087,0.3055,0.2667,0.3773,0.4724,0.3327,0.3917,0.3278,0.4048,0.2876,-0.1426,-0.1191,-0.0666,-0.0453,0.0129,-0.001,1.6154
anh là thằng tồi - phùng khánh linh.mp3,6GPcbZOX4h9MWert6xWpYw,200.04,136.0,C#:maj,0.143679,1627.53,3.8023,9.5622,-5.6537,9.1759,0.6393,8.2308,-2.8238,8.9269,-166.8491,95.7829,117.7733,35.9431,0.653,24.3907,17.15,17.1438,8.3133,14.6523,11.8377,13.1315,9.1823,12.7154,3.1234,11.94,8.5917,12.8141,0.062149,3349.61,23.55,18.49,20.01,20.73,21.38,21.19,47.34,0.011292,1.1421,2.86,0.9541,0.4203,0.4987,0.255,0.2437,0.2489,0.3887,0.3075,0.2346,0.331,0.3424,0.3099,0.2305,-0.137,-0.0888,-0.2636,-0.0754,0.0273,0.0235,4.1911
anh lại làm em khóc nữa rồi - khiem.mp3,2JNrm4tcukECnbEPcS0lln,273.94,129.2,A#:maj,0.124872,1665.31,0.1467,10.8983,-8.0848,9.0636,-5.9209,10.0381,-8.0132,8.6296,-172.126,103.2883,120.8967,34.0973,0.2486,25.5373,13.6913,19.5905,2.7932,13.2158,-4.3563,16.0574,0.969,12.607,-5.8007,13.3278,-8.637,12.0372,0.067689,3394.87,20.66,19.05,21.77,20.95,20.13,20.65,47.86,0.006348,1.0545,1.73,0.9503,0.2547,0.2284,0.2703,0.2918,0.2483,0.305,0.238,0.26,0.2168,0.2798,0.4046,0.2547,-0.0539,0.134,0.0154,-0.0816,0.0127,-0.0083,3.6326
anh lại say rồi - phan duy anh.mp3,2xO02FYqG0OKm53WwEU4FL,337.05,136.0,F:min,0.176103,1896.57,2.2741,13.7955,-3.8192,11.6414,-4.8754,12.2319,0.2894,11.1053,-128.8839,102.0694,106.6042,28.7618,3.6923,20.5837,17.5377,16.9674,4.3901,14.9042,-6.887,12.5374,-4.2473,12.4383,-2.7506,12.1646,-11.8687,13.6077,0.084964,3871.76,23.9,17.86,22.0,21.89,21.93,22.75,50.16,0.008311,1.22,2.95,0.9554,0.2932,0.1775,0.2052,0.3261,0.2396,0.4386,0.2091,0.3211,0.2975,0.163,0.2157,0.1668,-0.2262,0.2238,-0.0604,0.0915,-0.0218,-0.0068,3.2111
anh muốn em sống sao - bảo anh.mp3,2rYNZ11xKh4Rb8vfobSVoN,273.54,129.2,D:min,0.11183,2055.42,1.9554,10.6969,-12.145,11.2086,-1.7311,10.7277,-5.7649,9.4281,-161.7795,90.926,99.4043,33.2742,2.8743,23.2124,26.2033,17.5144,1.1339,12.3921,5.7652,12.48,-6.9864,11.9465,0.5905,12.2718,-6.6907,11.2233,0.09032,4349.57,20.32,18.03,22.26,22.07,22.76,22.25,59.73,0.011973,1.2464,3.18,0.9646,0.1914,0.1822,0.3387,0.1829,0.3109,0.3901,0.1947,0.2926,0.2,0.3431,0.2479,0.1641,0.1616,0.2392,-0.1096,-0.0887,-0.0046,-0.0323,3.2517
anh muốn nhìn thấy em - the wind.mp3,5VGOYjxkEaf19LoRPIolD2,212.0,123.05,C:min,0.113138,2170.0,2.2255,8.0695,-5.0085,8.029,-0.2295,9.1618,-7.2392,8.7709,-148.1212,77.8146,104.577,33.859,19.1201,23.3242,14.5769,12.7016,9.3985,12.7862,2.9383,9.7793,-4.0073,9.3275,0.6606,9.1001,-4.9411,9.1588,0.071621,5048.44,21.0,16.11,18.81,17.45,18.11,17.18,46.34,0.01563,1.4022,3.75,0.9619,0.3513,0.267,0.3801,0.477,0.2759,0.3309,0.3308,0.5785,0.545,0.4136,0.4254,0.3392,-0.083,0.179,0.2004,0.0558,-0.0007,-0.0522,1.7125
anh muốn - par sg.mp3,3N02LWl86YenzSDo7JegsG,209.56,143.55,F:maj,0.253601,2039.66,5.7788,12.4689,-4.7031,11.4717,10.5961,10.4293,0.0303,10.0132,-106.8257,85.4858,100.8301,37.3259,22.8221,27.9226,20.6565,20.3535,9.4938,19.717,0.9615,15.4246,9.5207,12.6728,-1.1327,13.1647,-9.9902,10.7851,0.070746,4492.12,23.13,15.21,19.44,18.07,17.83,20.7,46.0,0.018817,1.7965,4.44,0.9608,0.3802,0.3366,0.433,0.4471,0.3782,0.4428,0.3833,0.4437,0.4959,0.5811,0.5714,0.4127,-0.0148,0.1794,-0.0858,-0.0473,-0.0288,-0.0151,2.1494
anh sẽ chẳng buồn đâu - doãn hiếu.mp3,5nIjIE2ZC0Q3sUqdMh2K21,201.0,112.35,C:min,0.189651,2368.86,2.9609,11.9003,-4.0601,11.1502,0.1849,10.0399,-3.6778,9.47,-80.3766,87.5277,86.49,30.6788,-1.4352,21.4541,16.9946,17.904,1.7344,14.568,7.4436,14.4292,-1.7363,13.2513,2.654,12.2294,-5.6469,12.9272,0.093866,5123.32,21.73,17.37,19.64,19.47,18.94,17.64,48.36,0.023022,1.5122,3.14,0.9721,0.4557,0.278,0.3663,0.3512,0.2468,0.3308,0.2705,0.446,0.3099,0.3214,0.3442,0.2933,-0.0213,0.1755,0.0831,0.0416,0.0038,0.0172,2.3215
anh sẽ về sớm thôi - vũ duy khánh.mp3,5HcJuxTPZprZegfyQJh5H5,337.64,152.0,B:min,0.150486,1978.49,5.8018,10.339,-2.8711,9.2329,-3.0396,8.922,-4.5459,8.3116,-135.1783,115.1401,109.959,36.5199,10.1695,19.1226,13.5216,18.5473,6.8381,12.6948,-1.4649,10.7069,-4.8828,11.2387,2.1057,9.7178,-7.5772,11.0629,0.082038,4433.03,20.26,17.12,21.15,20.49,20.13,20.14,47.78,0.015927,1.1126,1.55,0.9638,0.2123,0.2184,0.4307,0.2624,0.3716,0.2274,0.4129,0.3623,0.1999,0.2906,0.2112,0.3374,0.3048,-0.0449,0.094,-0.0448,-0.0318,-0.0044,3.6139
anh sẽ về - the men.mp3,2aUzsY27OWT3v7OJgQgVdt,273.05,112.35,B:maj,0.221069,1746.43,2.5941,10.9267,-3.6545,9.9946,-1.0737,10.0193,-2.4051,11.2906,-101.277,96.9091,117.0486,29.7513,5.4632,18.1327,21.9636,16.7909,-4.1399,12.3413,6.4981,11.6682,-7.0194,12.0872,-2.9268,11.4993,-9.2987,10.9476,0.073988,3698.64,19.23,18.28,22.22,21.74,22.01,20.58,50.64,0.006984,1.094,1.72,0.9606,0.2007,0.3098,0.1979,0.3562,0.1833,0.1949,0.4006,0.2035,0.2789,0.1562,0.2494,0.3628,-0.1752,-0.2942,0.1407,-0.0361,-0.0187,0.0151,3.8584
anh sẽ đến bên em - anh quân idol.mp3,4g1PBqbsoxf2GdcLT0hGTu,266.06,117.45,C#:maj,0.244602,1956.48,-5.0597,10.5433,-4.0294,9.3086,-3.1816,8.9365,-5.3983,10.2709,-89.7704,100.9681,105.3903,29.5324,12.6963,18.8633,16.7897,16.8815,2.4242,12.3436,3.3976,10.3926,-5.241,11.0596,-6.0102,10.091,-7.6375,9.6288,0.0689,4443.75,21.08,18.69,21.91,20.71,20.48,19.79,46.51,0.008719,1.1556,2.6,0.971,0.2899,0.4607,0.239,0.3153,0.1885,0.2579,0.1966,0.2006,0.4194,0.2053,0.2097,0.146,-0.3131,-0.0757,-0.1056,0.0764,-0.0046,-0.0211,3.6622
anh sợ mất em - the men.mp3,1ZSf4bAstHZQjXgzMK2VbJ,272.39,99.38,E:min,0.195336,2107.73,4.9325,10.2565,-1.4531,8.3558,-2.1614,8.9272,-1.5095,8.8214,-94.8342,106.6112,101.9187,35.8131,11.2944,18.5008,19.1342,18.1891,-1.5343,10.9549,9.5404,9.2799,-5.6538,11.3278,0.6873,9.4993,-3.9553,10.9189,0.091592,4587.63,18.15,18.16,21.66,20.75,20.52,18.73,48.62,0.015898,1.1044,2.45,0.9605,0.3711,0.2095,0.3436,0.2423,0.3853,0.2074,0.2141,0.3084,0.2268,0.3414,0.226,0.3832,0.2912,0.0661,-0.0005,0.0779,-0.0069,-0.0008,2.9624
anh sợ yêu - anh quân idol.mp3,0Oipf6ZDbyRu53s1FbLXqw,286.9,95.7,A#:min,0.129398,1545.84,-2.5836,10.8614,-4.3978,10.0286,-3.0184,9.3612,-7.1557,10.1195,-180.3942,111.0168,115.0736,30.0112,13.9906,23.1319,26.4324,17.5695,-1.1137,13.8764,10.5752,12.2585,-3.1884,11.5959,-0.2733,10.1845,-3.8789,10.1202,0.0637,3261.86,20.83,19.12,22.15,22.55,21.31,19.74,48.2,0.00567,1.0069,2.44,0.9599,0.2637,0.2527,0.1929,0.2759,0.2507,0.4117,0.3212,0.2265,0.2965,0.2475,0.3125,0.2227,-0.2219,-0.0036,-0.0787,-0.0598,-0.0208,-0.0034,4.047
anh thua anh ta - gia huy singer.mp3,2JLbmO8Hs5LHJRUMxQefwM,243.96,107.67,G:min,0.172953,2239.49,1.4299,8.7669,-2.1789,8.2248,4.3741,9.0911,-4.5815,9.2072,-111.1184,74.2137,92.7002,27.3139,23.4401,20.8771,20.4538,16.2495,-0.1321,12.2793,3.4931,10.3313,1.7794,10.0731,1.1557,8.1343,-5.3239,7.6529,0.079195,5086.74,21.87,17.98,21.82,20.38,18.89,17.89,47.67,0.01187,1.4057,4.19,0.9764,0.3294,0.2003,0.3455,0.3239,0.202,0.2928,0.2239,0.3592,0.2054,0.2109,0.3166,0.2227,-0.0747,0.2114,0.1106,-0.0409,0.0108,0.0053,3.1077
anh thua người ta nhiều lắm - nb3 hoài bảo.mp3,38I9WxdCEH2nlKAHsAayyI,301.71,161.5,D#:min,0.152829,1595.04,3.4751,9.5669,-1.7679,9.2661,-4.0438,9.394,-3.3657,8.5491,-162.0869,115.1876,122.513,34.8699,6.6334,23.297,18.2488,17.6732,9.9106,12.5395,-0.2298,13.3076,-1.4313,11.2726,1.252,10.3484,-8.5367,11.592,0.064008,3169.35,20.63,19.09,21.29,20.95,20.93,21.05,45.83,0.010407,1.0952,2.43,0.953,0.2181,0.3426,0.2679,0.4222,0.242,0.3673,0.3191,0.2096,0.3033,0.2262,0.3473,0.2177,-0.3193,-0.0801,0.0405,-0.1038,0.0105,0.0007,4.101
anh thề đấy - thanh hưng.mp3,6Jt48FX3ASdqdKw3d9qcjq,242.53,95.7,E:maj,0.212176,1525.3,-1.3904,9.3687,-4.7569,9.8487,-2.0153,9.0661,-3.7543,8.5092,-128.8388,106.6464,125.9729,37.8934,13.6158,24.4765,20.4463,17.8248,7.7937,15.3819,6.7908,12.6545,1.2539,11.5616,2.466,10.5211,-3.8141,10.9369,0.058012,3154.8,20.66,17.78,22.28,21.24,20.31,19.34,47.36,0.008675,1.47,3.19,0.9769,0.2816,0.3921,0.2811,0.298,0.3712,0.2422,0.3507,0.2232,0.3088,0.3616,0.3157,0.4335,0.0775,-0.2114,-0.0224,0.0048,0.0016,-0.0042,2.4915
anh tin mình đã cho nhau một kỷ niệm - ronboogz.mp3,2oetBTEeahr6Sl8EWRahTc,233.69,152.0,C:maj,0.132731,1786.78,4.9952,11.9428,-1.9003,11.1911,5.5809,9.6244,-0.0541,8.7013,-182.557,103.6951,105.2231,38.6364,31.5051,26.3219,26.5411,22.5343,5.3823,18.9321,0.056,18.1369,-9.5219,15.8026,3.2629,15.4328,-6.4528,11.932,0.05245,3873.23,23.34,18.13,22.22,21.4,19.66,18.49,49.01,0.020254,1.6507,4.4,0.979,0.5883,0.3293,0.3362,0.2758,0.3602,0.231,0.2544,0.4378,0.3002,0.3183,0.2584,0.4032,0.1746,0.1449,-0.0567,0.1576,-0.0269,0.0521,3.1413
